"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
10224,1,-5,-5,-5,-5
10225,2,-5,-5,-5,-5
10226,2,180,8,103000,60
10227,2,-5,-5,-5,-5
10228,1,-5,-5,-5,-5
10229,2,180,2,27000,58
10230,1,-5,-5,-5,-5
10231,2,-5,-5,-5,-5
10232,1,180,0,-3,57
10233,2,-5,-5,-5,-5
10234,2,173,3,60000,56
10235,1,-5,-5,-5,-5
10236,2,185,7,10152,59
10237,2,157,7,100000,56
10238,2,167,6,128697,54
10239,1,160,6,49000,60
10240,1,-5,-5,-5,-5
10241,2,-5,-5,-5,-5
10242,1,-5,-5,-5,-5
10243,2,-5,-5,-5,-5
10244,1,-5,-5,-5,-5
10245,2,-5,-5,-5,-5
10246,2,-5,-5,-5,-5
10247,1,-5,-5,-5,-5
10248,1,-5,-5,-5,-5
10249,1,-5,-5,-5,-5
10250,1,-5,-5,-5,-5
10251,1,-5,-5,-5,-5
10252,2,-5,-5,-5,-5
10253,1,-5,-5,-5,-5
10254,2,-5,-5,-5,-5
10255,2,-5,-5,-5,-5
10256,1,-5,-5,-5,-5
10257,2,-5,-5,-5,-5
10258,1,-5,-5,-5,-5
10259,2,186,5,26000,60
10260,2,-5,-5,-5,-5
10261,2,-5,-5,-5,-5
10262,2,-5,-5,-5,-5
10263,1,-5,-5,-5,-5
10264,1,-5,-5,-5,-5
10265,1,-5,-5,-5,-5
10266,1,-5,-5,-5,-5
10267,2,-5,-5,-5,-5
10268,2,-5,-5,-5,-5
10269,2,-5,-5,-5,-5
10270,2,-5,-5,-5,-5
10271,2,-5,-5,-5,-5
10272,2,-5,-5,-5,-5
10273,2,-5,-5,-5,-5
10274,1,-5,-5,-5,-5
10275,1,-5,-5,-5,-5
10276,2,-5,-5,-5,-5
10277,2,-5,-5,-5,-5
10278,1,-5,-5,-5,-5
10279,2,-5,-5,-5,-5
10280,2,-5,-5,-5,-5
10281,2,-5,-5,-5,-5
10282,2,-5,-5,-5,-5
10283,2,-5,-5,-5,-5
10284,1,-5,-5,-5,-5
10285,1,-5,-5,-5,-5
10286,2,-5,-5,-5,-5
10287,2,-5,-5,-5,-5
10288,1,-5,-5,-5,-5
10289,1,-5,-5,-5,-5
10290,2,-5,-5,-5,-5
10291,2,-5,-5,-5,-5
10292,2,-5,-5,-5,-5
10293,2,-5,-5,-5,-5
10294,1,-5,-5,-5,-5
10295,2,-5,-5,-5,-5
10296,2,-5,-5,-5,-5
10297,2,-5,-5,-5,-5
10298,1,-5,-5,-5,-5
10299,2,-5,-5,-5,-5
10300,2,-5,-5,-5,-5
10301,1,-5,-5,-5,-5
10302,2,-5,-5,-5,-5
10303,2,210,4,22000,59
10304,2,138,4,74000,57
10305,1,-5,-5,-5,-5
10306,2,165,2,79070,55
10307,1,175,10,160000,53
10308,2,150,4,72000,56
10309,2,-5,-5,-5,-5
10310,2,180,1,-3,58
10311,1,280,4,60000,57
10312,2,195,4,170980,55
10313,2,-5,-5,-5,-5
10314,2,230,2,-3,59
10315,1,172,6,80000,61
10316,1,-5,-5,-5,-5
10317,2,-5,-5,-5,-5
10318,1,180,5,8796,60
10319,1,170,5,-3,61
10320,1,-5,-5,-5,-5
10321,2,140,2,49000,56
10322,1,-5,-5,-5,-5
10323,1,-5,-5,-5,-5
10324,1,153,6,-3,55
10325,1,-5,-5,-5,-5
10326,1,-5,-5,-5,-5
10327,1,220,9,40000,54
10328,1,198,8,65924,53
10329,2,195,5,153498,56
10330,1,185,11,8000,54
10331,2,200,3,19000,61
10332,2,228,2,20798,56
10333,1,192,6,26400,54
10334,2,180,6,8952,57
10335,2,-5,-5,-5,-5
10336,2,140,2,46000,55
10337,1,250,8,9000,55
10338,1,290,4,30000,55
10339,1,190,5,132436,54
10340,2,178,6,41000,56
10341,1,170,10,107000,56
10342,2,-5,-5,-5,-5
10343,1,-5,-5,-5,-5
10344,2,-5,-5,-5,-5
10345,2,-5,-5,-5,-5
10346,1,-5,-5,-5,-5
10347,1,-5,-5,-5,-5
10348,1,-5,-5,-5,-5
10349,2,-5,-5,-5,-5
10350,2,-5,-5,-5,-5
10351,1,-5,-5,-5,-5
10352,1,-5,-5,-5,-5
10353,1,-5,-5,-5,-5
10354,2,-5,-5,-5,-5
10355,1,-5,-5,-5,-5
10356,1,-5,-5,-5,-5
10357,1,-5,-5,-5,-5
10358,2,240,11,13992,57
10359,2,170,2,43220,61
10360,2,220,5,64000,59
10361,2,-5,-5,-5,-5
10362,2,180,7,77805,57
10363,1,205,8,108600,55
10364,1,-5,-5,-5,-5
10365,2,-5,-5,-5,-5
10366,2,-5,-5,-5,-5
10367,2,-5,-5,-5,-5
10368,1,187,1,-3,57
10369,2,140,9,202000,56
10370,1,230,11,60000,60
10371,2,178,3,17292,57
10372,2,-5,-5,-5,-5
10373,2,110,2,8820,59
10374,2,250,3,-3,54
10375,2,-5,-5,-5,-5
10376,2,-5,-5,-5,-5
10377,2,120,2,-3,59
10378,2,160,4,48900,54
10379,2,183,4,-3,57
10380,1,-5,-5,-5,-5
10381,1,185,5,-3,60
10382,1,205,0,120000,55
10383,2,140,2,-3,61
10384,1,-5,-5,-5,-5
10385,1,-5,-5,-5,-5
10386,1,-5,-5,-5,-5
10387,1,-5,-5,-5,-5
10388,2,-5,-5,-5,-5
10389,1,175,9,52000,61
10390,2,140,2,16000,60
10391,1,217,0,9000,56
10392,1,-5,-5,-5,-5
10393,2,-5,-5,-5,-5
10394,2,-5,-5,-5,-5
10395,2,-5,-5,-5,-5
10396,2,-5,-5,-5,-5
10397,1,-5,-5,-5,-5
10398,1,-5,-5,-5,-5
10399,2,-5,-5,-5,-5
10400,2,-5,-5,-5,-5
10401,2,-5,-5,-5,-5
10402,2,-5,-5,-5,-5
10403,1,-5,-5,-5,-5
10404,1,-5,-5,-5,-5
10405,1,-5,-5,-5,-5
10406,2,-5,-5,-5,-5
10407,1,-5,-5,-5,-5
10408,1,-5,-5,-5,-5
10409,2,-5,-5,-5,-5
10410,1,175,1,208440,58
10411,2,-5,-5,-5,-5
10412,1,270,1,11484,54
10413,2,-5,-5,-5,-5
10414,1,-5,-5,-5,-5
10415,2,-5,-5,-5,-5
10416,1,-5,-5,-5,-5
10417,1,-5,-5,-5,-5
10418,2,-5,-5,-5,-5
10419,2,-5,-5,-5,-5
10420,2,-5,-5,-5,-5
10421,2,185,7,-3,54
10422,2,217,5,9438,56
10423,1,360,1,-3,60
10424,1,210,11,50560,59
10425,1,190,8,60000,58
10426,1,210,9,109000,57
10427,2,230,2,16248,58
10428,2,126,2,-3,59
10429,2,140,1,-3,59
10430,1,130,3,11260,56
10431,1,195,6,24000,54
10432,1,140,6,-3,54
10433,2,300,8,13664,60
10434,1,187,1,-3,57
10435,1,152,10,2700,61
10436,2,153,4,-3,61
10437,2,-5,-5,-5,-5
10438,1,-5,-5,-5,-5
10439,1,200,8,-3,55
10440,1,160,9,-3,61
10441,1,-5,-5,-5,-5
10442,2,-5,-5,-5,-5
10443,2,180,4,87000,55
10444,2,165,4,124100,55
10445,2,120,2,-3,60
10446,2,-5,-5,-5,-5
10447,1,-5,-5,-5,-5
10448,2,185,3,9732,54
10449,1,178,1,136000,57
10450,2,200,2,60000,60
10451,2,165,3,60000,61
10452,2,180,3,51000,58
10453,1,258,11,-3,57
10454,1,200,9,130000,56
10455,1,150,5,-3,57
10456,2,-5,-5,-5,-5
10457,1,-5,-5,-5,-5
10458,2,-5,-5,-5,-5
10459,2,-5,-5,-5,-5
10460,2,-5,-5,-5,-5
10461,1,-5,-5,-5,-5
10462,1,-5,-5,-5,-5
10463,1,-5,-5,-5,-5
10464,1,-5,-5,-5,-5
10465,2,-5,-5,-5,-5
10466,1,-5,-5,-5,-5
10467,2,-5,-5,-5,-5
10468,2,160,3,91000,58
10469,1,165,8,64005,60
10470,1,210,0,20000,58
10471,1,210,2,-3,56
10472,2,167,6,117000,54
10473,1,-5,-5,-5,-5
10474,2,-5,-5,-5,-5
10475,2,-5,-5,-5,-5
10476,1,-5,-5,-5,-5
10477,2,-5,-5,-5,-5
10478,2,180,7,97869,57
10479,1,235,9,72000,54
10480,2,-5,-5,-5,-5
10481,2,130,4,-3,61
10482,1,-5,-5,-5,-5
10483,1,-5,-5,-5,-5
10484,2,-5,-5,-5,-5
10485,2,-5,-5,-5,-5
10486,2,180,3,2000,58
10487,1,235,0,52000,56
10488,1,-5,-5,-5,-5
10489,1,285,9,-3,54
10490,1,-5,-5,-5,-5
10491,2,130,11,7800,58
10492,1,-5,-5,-5,-5
10493,1,175,2,28000,58
10494,2,-5,-5,-5,-5
10495,1,-5,-5,-5,-5
10496,2,-5,-5,-5,-5
10497,2,-5,-5,-5,-5
10498,2,-5,-5,-5,-5
10499,1,220,8,70000,54
10500,2,205,2,165000,61
10501,1,220,5,199000,61
10502,2,-5,-5,-5,-5
10503,1,202,9,96000,59
10504,2,185,6,-3,56
10505,1,200,2,0,58
10506,2,114,11,10800,59
10507,2,197,4,-3,57
10508,1,-5,-5,-5,-5
10509,1,132,2,46292,60
10510,1,-5,-5,-5,-5
10511,2,-5,-5,-5,-5
10512,2,-5,-5,-5,-5
10513,2,-5,-5,-5,-5
10514,2,223,2,-3,54
10515,2,-5,-5,-5,-5
10516,2,212,4,43000,54
10517,1,-5,-5,-5,-5
10518,2,-5,-5,-5,-5
10519,1,175,10,35000,58
10520,1,175,8,-3,59
10521,2,-5,-5,-5,-5
10522,2,160,0,24400,58
10523,1,165,8,65000,59
10524,1,-5,-5,-5,-5
10525,1,210,0,2500,57
10526,2,194,7,94000,56
10527,1,200,9,0,54
10528,2,165,1,7920,57
10529,2,-5,-5,-5,-5
10530,2,-5,-5,-5,-5
10531,1,190,4,105000,55
10532,2,150,3,14000,60
10533,2,-1,7,0,58
10534,2,-5,-5,-5,-5
10535,2,190,2,0,58
10536,2,135,10,87400,55
10537,2,165,4,-3,54
10538,2,150,6,46493,57
10539,2,-5,-5,-5,-5
10540,1,235,10,46000,57
10541,1,-5,-5,-5,-5
10542,2,180,1,28000,54
10543,2,215,3,61675,55
10544,2,160,2,18300,57
10545,1,-5,-5,-5,-5
10546,2,150,11,22614,55
10547,1,280,9,-3,57
10548,1,-5,-5,-5,-5
10549,2,168,9,2376,57
10550,2,178,7,165000,57
10551,2,145,3,151000,56
10552,1,240,11,22400,57
10553,1,235,11,109800,61
10554,2,200,3,114525,59
10555,1,193,11,48000,56
10556,1,-5,-5,-5,-5
10557,1,-5,-5,-5,-5
10558,2,-5,-5,-5,-5
10559,2,-5,-5,-5,-5
10560,2,-5,-5,-5,-5
10561,1,203,1,148500,57
10562,2,-5,-5,-5,-5
10563,1,-5,-5,-5,-5
10564,2,-5,-5,-5,-5
10565,2,175,10,55000,60
10566,1,215,5,1000,57
10567,1,-5,-5,-5,-5
10568,1,-5,-5,-5,-5
10569,2,-5,-5,-5,-5
10570,1,-5,-5,-5,-5
10571,2,-5,-5,-5,-5
10572,2,150,8,-3,54
10573,2,184,6,-3,59
10574,1,180,6,21000,56
10575,1,-5,-5,-5,-5
10576,1,-5,-5,-5,-5
10577,2,-5,-5,-5,-5
10578,2,136,2,109000,57
10579,2,130,4,20000,58
10580,1,200,9,10000,58
10581,2,197,7,75000,56
10582,2,235,3,-3,60
10583,1,-5,-5,-5,-5
10584,1,170,5,92500,57
10585,1,-5,-5,-5,-5
10586,2,-5,-5,-5,-5
10587,1,-5,-5,-5,-5
10588,2,-5,-5,-5,-5
10589,2,-5,-5,-5,-5
10590,2,134,0,34720,59
10591,2,-5,-5,-5,-5
10592,2,-5,-5,-5,-5
10593,1,-5,-5,-5,-5
10594,2,-5,-5,-5,-5
10595,1,-5,-5,-5,-5
10596,2,-5,-5,-5,-5
10597,2,-5,-5,-5,-5
10598,2,-5,-5,-5,-5
10599,2,-5,-5,-5,-5
10600,1,160,2,-3,60
10601,1,-5,-5,-5,-5
10602,2,-5,-5,-5,-5
10603,1,-5,-5,-5,-5
10604,2,-5,-5,-5,-5
10605,1,-5,-5,-5,-5
10606,1,200,11,24650,60
10607,2,-5,-5,-5,-5
10608,1,252,2,0,59
10609,1,-5,-5,-5,-5
10610,2,-5,-5,-5,-5
10611,1,-5,-5,-5,-5
10612,1,-5,-5,-5,-5
10613,1,-5,-5,-5,-5
10614,1,-5,-5,-5,-5
10615,2,-5,-5,-5,-5
10616,1,-5,-5,-5,-5
10617,1,-5,-5,-5,-5
10618,2,-5,-5,-5,-5
10619,2,-5,-5,-5,-5
10620,1,-5,-5,-5,-5
10621,2,-5,-5,-5,-5
10622,2,-5,-5,-5,-5
10623,1,-5,-5,-5,-5
10624,2,-5,-5,-5,-5
10625,2,-5,-5,-5,-5
10626,2,-5,-5,-5,-5
10627,2,-5,-5,-5,-5
10628,2,-5,-5,-5,-5
10629,2,-5,-5,-5,-5
10630,2,-5,-5,-5,-5
10631,1,-5,-5,-5,-5
10632,1,-5,-5,-5,-5
10633,2,-5,-5,-5,-5
10634,2,170,11,-3,62
10635,1,-5,-5,-5,-5
10636,2,-5,-5,-5,-5
10637,2,-5,-5,-5,-5
10638,1,-5,-5,-5,-5
10639,1,-5,-5,-5,-5
10640,1,-5,-5,-5,-5
10641,1,-5,-5,-5,-5
10642,1,-5,-5,-5,-5
10643,1,-5,-5,-5,-5
10644,2,-5,-5,-5,-5
10645,2,-5,-5,-5,-5
10646,2,-5,-5,-5,-5
10647,2,-5,-5,-5,-5
10648,2,-5,-5,-5,-5
10649,2,-5,-5,-5,-5
10650,2,-5,-5,-5,-5
10651,2,-5,-5,-5,-5
10652,2,-5,-5,-5,-5
10653,2,-5,-5,-5,-5
10654,1,-5,-5,-5,-5
10655,1,-5,-5,-5,-5
10656,1,-5,-5,-5,-5
10657,1,-5,-5,-5,-5
10658,1,-5,-5,-5,-5
10659,1,-5,-5,-5,-5
10660,1,-5,-5,-5,-5
10661,1,232,1,17436,61
10662,1,-5,-5,-5,-5
10663,1,-5,-5,-5,-5
10664,1,-5,-5,-5,-5
10665,1,-5,-5,-5,-5
10666,1,165,0,-3,59
10667,1,-5,-5,-5,-5
10668,1,180,2,2328,61
10669,1,-5,-5,-5,-5
10670,1,-5,-5,-5,-5
10671,1,-5,-5,-5,-5
10672,1,-5,-5,-5,-5
10673,1,-5,-5,-5,-5
10674,2,-5,-5,-5,-5
10675,1,-5,-5,-5,-5
10676,2,-5,-5,-5,-5
10677,2,-5,-5,-5,-5
10678,1,-5,-5,-5,-5
10679,1,-5,-5,-5,-5
10680,2,-5,-5,-5,-5
10681,2,-5,-5,-5,-5
10682,2,-5,-5,-5,-5
10683,2,-5,-5,-5,-5
10684,2,-5,-5,-5,-5
10685,2,-5,-5,-5,-5
10686,2,-5,-5,-5,-5
10687,2,-5,-5,-5,-5
10688,2,-5,-5,-5,-5
10689,2,-5,-5,-5,-5
10690,2,-5,-5,-5,-5
10691,2,-5,-5,-5,-5
10692,1,-5,-5,-5,-5
10693,2,-5,-5,-5,-5
10694,1,-5,-5,-5,-5
10695,2,-5,-5,-5,-5
10696,2,-5,-5,-5,-5
10697,1,-5,-5,-5,-5
10698,1,-5,-5,-5,-5
10699,1,-5,-5,-5,-5
10700,1,-5,-5,-5,-5
10701,1,-5,-5,-5,-5
10702,1,-5,-5,-5,-5
10703,1,-5,-5,-5,-5
10704,1,-5,-5,-5,-5
10705,1,-5,-5,-5,-5
10706,1,215,9,201000,60
10707,1,239,11,-3,59
10708,1,-5,-5,-5,-5
10709,1,-5,-5,-5,-5
10710,2,-5,-5,-5,-5
10711,2,-5,-5,-5,-5
10712,2,-5,-5,-5,-5
10713,2,-5,-5,-5,-5
10714,1,-5,-5,-5,-5
10715,1,-5,-5,-5,-5
10716,1,-5,-5,-5,-5
10717,1,-5,-5,-5,-5
10718,1,-5,-5,-5,-5
10719,1,-5,-5,-5,-5
10720,2,-5,-5,-5,-5
10721,1,-5,-5,-5,-5
10722,1,220,7,-3,58
10723,1,-5,-5,-5,-5
10724,1,-5,-5,-5,-5
10725,1,180,6,87312,60
10726,1,-5,-5,-5,-5
10727,1,184,9,47000,59
10728,1,160,4,201680,58
10729,1,-5,-5,-5,-5
10730,1,-5,-5,-5,-5
10731,2,-5,-5,-5,-5
10732,1,-5,-5,-5,-5
10733,2,-5,-5,-5,-5
10734,2,-5,-5,-5,-5
10735,2,-5,-5,-5,-5
10736,2,-5,-5,-5,-5
10737,1,-5,-5,-5,-5
10738,1,-5,-5,-5,-5
10739,1,-5,-5,-5,-5
10740,1,230,2,-3,58
10741,2,-5,-5,-5,-5
10742,1,218,8,339000,61
10743,1,-5,-5,-5,-5
10744,2,-5,-5,-5,-5
10745,1,170,9,176000,61
10746,2,-5,-5,-5,-5
10747,1,-5,-5,-5,-5
10748,1,-5,-5,-5,-5
10749,1,-5,-5,-5,-5
10750,1,-5,-5,-5,-5
10751,2,-5,-5,-5,-5
10752,2,120,8,134792,60
10753,1,-5,-5,-5,-5
10754,1,186,10,122000,61
10755,1,-5,-5,-5,-5
10756,1,-5,-5,-5,-5
10757,1,-5,-5,-5,-5
10758,1,-5,-5,-5,-5
10759,1,-5,-5,-5,-5
10760,1,-5,-5,-5,-5
10761,1,-5,-5,-5,-5
10762,1,-5,-5,-5,-5
10763,1,-5,-5,-5,-5
10764,1,-5,-5,-5,-5
10765,1,270,7,41424,60
10766,1,-5,-5,-5,-5
10767,1,190,6,-3,59
10768,1,-5,-5,-5,-5
10769,1,214,1,57000,60
10770,1,-5,-5,-5,-5
10771,1,-5,-5,-5,-5
10772,1,-5,-5,-5,-5
10773,1,-5,-5,-5,-5
10774,1,230,9,-3,61
10775,1,180,8,10176,59
10776,1,-5,-5,-5,-5
10777,1,-5,-5,-5,-5
10778,1,-5,-5,-5,-5
10779,1,-5,-5,-5,-5
10780,1,-5,-5,-5,-5
10781,1,245,3,79000,58
10782,1,-5,-5,-5,-5
10783,1,158,9,64000,59
10784,1,-5,-5,-5,-5
10785,1,-5,-5,-5,-5
10786,1,-5,-5,-5,-5
10787,1,-5,-5,-5,-5
10788,1,-5,-5,-5,-5
10789,1,-5,-5,-5,-5
10790,1,210,2,162000,61
10791,1,-5,-5,-5,-5
10792,2,-5,-5,-5,-5
10793,2,-5,-5,-5,-5
10794,2,-5,-5,-5,-5
10795,1,-5,-5,-5,-5
10796,1,-5,-5,-5,-5
10797,1,-5,-5,-5,-5
10798,2,-5,-5,-5,-5
10799,1,200,7,95000,59
10800,2,-5,-5,-5,-5
10801,1,-5,-5,-5,-5
10802,2,-5,-5,-5,-5
10803,1,-5,-5,-5,-5
10804,1,235,0,85000,61
10805,2,-5,-5,-5,-5
10806,2,-5,-5,-5,-5
10807,2,-5,-5,-5,-5
10808,2,-5,-5,-5,-5
10809,2,-5,-5,-5,-5
10810,2,-5,-5,-5,-5
10811,2,-2,7,84658,59
10812,1,-5,-5,-5,-5
10813,1,-5,-5,-5,-5
10814,2,-5,-5,-5,-5
10815,2,-5,-5,-5,-5
10816,2,-5,-5,-5,-5
10817,1,-5,-5,-5,-5
10818,2,160,8,-3,61
10819,1,440,3,40348,61
10820,1,-5,-5,-5,-5
10821,1,247,0,228000,61
10822,1,-5,-5,-5,-5
10823,1,-5,-5,-5,-5
10824,1,-5,-5,-5,-5
10825,1,-5,-5,-5,-5
10826,1,-5,-5,-5,-5
10827,1,135,7,24300,59
10828,2,-5,-5,-5,-5
10829,2,-5,-5,-5,-5
10830,1,-5,-5,-5,-5
10831,1,-5,-5,-5,-5
10832,2,-5,-5,-5,-5
10833,2,-5,-5,-5,-5
10834,1,-5,-5,-5,-5
10835,2,-5,-5,-5,-5
10836,1,-5,-5,-5,-5
10837,2,-5,-5,-5,-5
10838,1,-5,-5,-5,-5
10839,1,-5,-5,-5,-5
10840,1,-5,-5,-5,-5
10841,1,200,9,63000,60
10842,1,-5,-5,-5,-5
10843,1,-5,-5,-5,-5
10844,1,280,10,86000,58
10845,1,-5,-5,-5,-5
10846,1,-5,-5,-5,-5
10847,1,-5,-5,-5,-5
10848,1,-5,-5,-5,-5
10849,1,-5,-5,-5,-5
10850,1,-5,-5,-5,-5
10851,1,-5,-5,-5,-5
10852,1,-5,-5,-5,-5
10853,1,-5,-5,-5,-5
10854,1,165,0,9000,60
10855,1,172,6,57000,60
10856,1,-5,-5,-5,-5
10857,1,-5,-5,-5,-5
10858,1,-5,-5,-5,-5
10859,1,-5,-5,-5,-5
10860,1,-5,-5,-5,-5
10861,2,-5,-5,-5,-5
10862,2,-5,-5,-5,-5
10863,2,-5,-5,-5,-5
10864,2,-5,-5,-5,-5
10865,2,-5,-5,-5,-5
10866,1,-5,-5,-5,-5
10867,1,-5,-5,-5,-5
10868,2,-5,-5,-5,-5
10869,2,-5,-5,-5,-5
10870,2,-5,-5,-5,-5
10871,2,-5,-5,-5,-5
10872,2,-5,-5,-5,-5
10873,1,-5,-5,-5,-5
10874,2,-5,-5,-5,-5
10875,1,-5,-5,-5,-5
10876,2,-5,-5,-5,-5
10877,1,-5,-5,-5,-5
10878,2,-5,-5,-5,-5
10879,2,-5,-5,-5,-5
10880,2,-5,-5,-5,-5
10881,1,-5,-5,-5,-5
10882,1,185,10,73000,60
10883,1,-5,-5,-5,-5
10884,1,-5,-5,-5,-5
10885,1,-5,-5,-5,-5
10886,1,-5,-5,-5,-5
10887,1,-5,-5,-5,-5
10888,1,-5,-5,-5,-5
10889,1,-5,-5,-5,-5
10890,1,160,9,177500,59
10891,1,215,8,21600,58
10892,1,-5,-5,-5,-5
10893,1,240,11,-3,61
10894,1,200,0,702057,59
10895,1,-5,-5,-5,-5
10896,1,-5,-5,-5,-5
10897,1,-5,-5,-5,-5
10898,2,-5,-5,-5,-5
10899,1,-5,-5,-5,-5
10900,2,-5,-5,-5,-5
10901,2,-5,-5,-5,-5
10902,1,-5,-5,-5,-5
10903,1,-5,-5,-5,-5
10904,2,-5,-5,-5,-5
10905,1,-5,-5,-5,-5
10906,2,-5,-5,-5,-5
10907,1,-5,-5,-5,-5
10908,1,186,4,62400,61
10909,1,-5,-5,-5,-5
10910,1,-5,-5,-5,-5
10911,1,225,0,18571,61
10912,1,-5,-5,-5,-5
10913,1,-5,-5,-5,-5
10914,1,-5,-5,-5,-5
10915,1,-5,-5,-5,-5
10916,1,-5,-5,-5,-5
10917,1,-5,-5,-5,-5
10918,1,-5,-5,-5,-5
10919,1,-5,-5,-5,-5
10920,1,-5,-5,-5,-5
10921,1,-5,-5,-5,-5
10922,1,-5,-5,-5,-5
10923,2,-5,-5,-5,-5
10924,2,-5,-5,-5,-5
10925,2,-5,-5,-5,-5
10926,2,-5,-5,-5,-5
10927,1,-5,-5,-5,-5
10928,1,-5,-5,-5,-5
10929,2,-5,-5,-5,-5
10930,2,-5,-5,-5,-5
10931,2,-5,-5,-5,-5
10932,2,-5,-5,-5,-5
10933,2,-5,-5,-5,-5
10934,1,-5,-5,-5,-5
10935,1,-5,-5,-5,-5
10936,1,-5,-5,-5,-5
10937,1,-5,-5,-5,-5
10938,1,-5,-5,-5,-5
10939,1,-5,-5,-5,-5
10940,1,-5,-5,-5,-5
10941,1,-5,-5,-5,-5
10942,1,-5,-5,-5,-5
10943,1,205,11,-3,59
10944,2,-5,-5,-5,-5
10945,1,183,7,85000,59
10946,2,-5,-5,-5,-5
10947,1,-5,-5,-5,-5
10948,2,-5,-5,-5,-5
10949,1,-5,-5,-5,-5
10950,1,-5,-5,-5,-5
10951,2,-5,-5,-5,-5
10952,2,-5,-5,-5,-5
10953,1,-5,-5,-5,-5
10954,1,-5,-5,-5,-5
10955,1,-5,-5,-5,-5
10956,1,-5,-5,-5,-5
10957,2,-5,-5,-5,-5
10958,2,-5,-5,-5,-5
10959,2,-5,-5,-5,-5
10960,2,-5,-5,-5,-5
10961,1,-5,-5,-5,-5
10962,1,-5,-5,-5,-5
10963,1,-5,-5,-5,-5
10964,2,-5,-5,-5,-5
10965,1,-5,-5,-5,-5
10966,1,-5,-5,-5,-5
10967,1,165,5,17000,60
10968,1,-5,-5,-5,-5
10969,1,220,8,-3,59
10970,1,-5,-5,-5,-5
10971,1,-5,-5,-5,-5
10972,1,-5,-5,-5,-5
10973,2,-5,-5,-5,-5
10974,2,-5,-5,-5,-5
10975,1,-5,-5,-5,-5
10976,2,-5,-5,-5,-5
10977,2,-5,-5,-5,-5
10978,2,-5,-5,-5,-5
10979,2,-5,-5,-5,-5
10980,1,235,9,-3,60
10981,2,-5,-5,-5,-5
10982,1,-5,-5,-5,-5
10983,1,-5,-5,-5,-5
10984,1,189,10,14436,61
10985,1,-5,-5,-5,-5
10986,2,-5,-5,-5,-5
10987,2,-5,-5,-5,-5
10988,1,-5,-5,-5,-5
10989,1,-5,-5,-5,-5
10990,1,-5,-5,-5,-5
10991,1,-5,-5,-5,-5
10992,1,-5,-5,-5,-5
10993,1,-5,-5,-5,-5
10994,1,-5,-5,-5,-5
10995,1,-5,-5,-5,-5
10996,1,-5,-5,-5,-5
10997,1,-5,-5,-5,-5
10998,1,-5,-5,-5,-5
10999,1,-5,-5,-5,-5
11000,1,-5,-5,-5,-5
11001,1,155,6,-3,61
11002,1,185,0,55000,60
11003,1,-5,-5,-5,-5
11004,1,-5,-5,-5,-5
11005,1,-5,-5,-5,-5
11006,1,-5,-5,-5,-5
11007,1,225,9,60000,58
11008,1,-5,-5,-5,-5
11009,1,-5,-5,-5,-5
11010,1,-5,-5,-5,-5
11011,1,-5,-5,-5,-5
11012,1,-5,-5,-5,-5
11013,1,-5,-5,-5,-5
11014,1,-5,-5,-5,-5
11015,1,190,11,186000,61
11016,1,-5,-5,-5,-5
11017,1,-5,-5,-5,-5
11018,1,159,9,51200,59
11019,1,225,10,61000,61
11020,2,-5,-5,-5,-5
11021,2,-5,-5,-5,-5
11022,2,-5,-5,-5,-5
11023,1,-5,-5,-5,-5
11024,1,-5,-5,-5,-5
11025,2,-5,-5,-5,-5
11026,1,-5,-5,-5,-5
11027,1,-5,-5,-5,-5
11028,2,-5,-5,-5,-5
11029,2,-5,-5,-5,-5
11030,1,-5,-5,-5,-5
11031,2,-5,-5,-5,-5
11032,1,-5,-5,-5,-5
11033,2,-5,-5,-5,-5
11034,2,-5,-5,-5,-5
11035,2,-5,-5,-5,-5
11036,1,-5,-5,-5,-5
11037,1,190,8,70000,61
11038,1,-5,-5,-5,-5
11039,1,-5,-5,-5,-5
11040,1,-5,-5,-5,-5
11041,1,-5,-5,-5,-5
11042,1,-5,-5,-5,-5
11043,1,-5,-5,-5,-5
11044,1,225,10,-3,61
11045,1,-5,-5,-5,-5
11046,1,-5,-5,-5,-5
11047,1,-5,-5,-5,-5
11048,1,-5,-5,-5,-5
11049,1,-5,-5,-5,-5
11050,1,-5,-5,-5,-5
11051,1,170,2,18000,61
11052,1,-5,-5,-5,-5
11053,1,-5,-5,-5,-5
11054,1,185,9,8285,60
11055,1,-5,-5,-5,-5
11056,1,-5,-5,-5,-5
11057,1,-5,-5,-5,-5
11058,1,-5,-5,-5,-5
11059,1,-5,-5,-5,-5
11060,1,-5,-5,-5,-5
11061,1,-5,-5,-5,-5
11062,1,-5,-5,-5,-5
11063,1,-5,-5,-5,-5
11064,1,168,4,-3,57
11065,1,-5,-5,-5,-5
11066,1,-5,-5,-5,-5
11067,1,-5,-5,-5,-5
11068,1,-5,-5,-5,-5
11069,1,-5,-5,-5,-5
11070,1,230,1,51876,61
11071,1,198,11,177970,61
11072,1,196,11,31360,60
11073,1,-5,-5,-5,-5
11074,1,-5,-5,-5,-5
11075,1,-5,-5,-5,-5
11076,1,-5,-5,-5,-5
11077,1,-5,-5,-5,-5
11078,1,-5,-5,-5,-5
11079,1,-5,-5,-5,-5
11080,1,-5,-5,-5,-5
11081,1,-5,-5,-5,-5
11082,1,165,9,18000,60
11083,1,-5,-5,-5,-5
