"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
987,1,-5,-5,-5,-5
988,2,-5,-5,-5,-5
989,2,-5,-5,-5,-5
990,1,200,2,116019,58
991,2,-5,-5,-5,-5
992,2,164,3,127000,60
993,1,-5,-5,-5,-5
994,1,195,3,38800,57
995,2,220,6,41708,61
996,1,230,11,215000,58
997,1,185,10,58000,54
998,2,-5,-5,-5,-5
999,2,160,4,129000,55
1000,1,235,11,24370,57
1001,2,190,5,18000,59
1002,1,-5,-5,-5,-5
1003,1,320,3,12000,54
1004,2,168,4,55000,58
1005,2,200,5,14320,59
1006,2,-5,-5,-5,-5
1007,1,185,1,200200,60
1008,2,-5,-5,-5,-5
1009,2,142,5,9850,61
1010,1,-5,-5,-5,-5
1011,1,225,11,99000,55
1012,1,168,2,38196,56
1013,1,-5,-5,-5,-5
1014,1,219,11,99000,59
1015,2,125,5,158000,55
1016,2,-5,-5,-5,-5
1017,2,145,7,81000,57
1018,2,-5,-5,-5,-5
1019,2,185,4,100000,54
1020,2,250,8,76000,58
1021,1,200,11,350000,54
1022,2,115,5,46000,56
1023,1,226,10,35000,60
1024,2,198,5,189300,56
1025,2,-5,-5,-5,-5
1026,1,-5,-5,-5,-5
1027,1,-5,-5,-5,-5
1028,1,181,10,11520,55
1029,2,187,4,53458,54
1030,2,164,4,-3,60
1031,2,344,2,10230,57
1032,1,-5,-5,-5,-5
1033,2,160,4,9344,54
1034,2,248,7,34000,61
1035,2,165,4,-3,54
1036,2,137,3,5134,56
1037,2,200,1,35000,57
1038,2,160,11,136000,54
1039,2,145,6,19680,58
1040,2,-5,-5,-5,-5
1041,2,373,8,14521,61
1042,1,175,9,34000,56
1043,1,171,0,9010,55
1044,1,150,3,23000,54
1045,1,275,2,-3,59
1046,1,154,11,85000,55
1047,2,99,4,-3,59
1048,2,175,3,21504,60
1049,2,165,4,126100,56
1050,2,210,10,329000,57
1051,1,195,2,118700,57
1052,1,193,1,280000,56
1053,1,207,0,260000,55
1054,1,195,10,19836,57
1055,1,175,0,131500,58
1056,2,127,2,20000,59
1057,2,165,6,47200,61
1058,1,213,0,72000,55
1059,1,215,9,30000,61
1060,1,-5,-5,-5,-5
1061,1,174,6,125000,60
1062,1,-5,-5,-5,-5
1063,2,289,8,46265,58
1064,1,-5,-5,-5,-5
1065,2,150,4,117000,60
1066,1,-5,-5,-5,-5
1067,1,190,9,-3,58
1068,1,199,10,-3,60
1069,2,-5,-5,-5,-5
1070,2,150,3,63320,59
1071,2,209,3,137000,56
1072,1,187,10,224000,58
1073,2,-5,-5,-5,-5
1074,2,230,6,98000,56
1075,2,172,7,66000,61
1076,2,117,11,37344,54
1077,2,151,3,116000,58
1078,2,314,9,-3,58
1079,2,155,5,50000,57
1080,2,160,4,90000,54
1081,1,300,0,36000,57
1082,2,180,2,152300,55
1083,2,-5,-5,-5,-5
1084,1,-5,-5,-5,-5
1085,1,235,11,70000,57
1086,2,-5,-5,-5,-5
1087,2,121,3,91080,55
1088,2,130,3,233500,58
1089,1,200,7,0,56
1090,2,125,2,2328,54
1091,1,-5,-5,-5,-5
1092,1,165,9,30000,57
1093,2,-5,-5,-5,-5
1094,1,-5,-5,-5,-5
1095,1,-5,-5,-5,-5
1096,1,240,11,70000,61
1097,1,230,9,137000,61
1098,1,-5,-5,-5,-5
1099,1,-5,-5,-5,-5
1100,2,-5,-5,-5,-5
1101,2,135,7,-3,61
1102,1,210,2,702057,60
1103,2,-5,-5,-5,-5
1104,2,-5,-5,-5,-5
1105,2,175,6,157666,57
1106,2,167,9,80000,54
1107,1,240,11,223000,61
1108,2,165,4,450,61
1109,1,307,2,-3,56
1110,2,110,4,84000,56
1111,2,140,3,123000,61
1112,2,260,4,58600,54
1113,1,164,5,50000,61
1114,2,230,4,40000,58
1115,1,-5,-5,-5,-5
1116,2,187,7,17600,57
1117,2,180,1,-3,56
1118,2,154,1,50000,55
1119,1,-5,-5,-5,-5
1120,1,-5,-5,-5,-5
1121,2,160,6,-3,57
1122,1,270,0,128000,61
1123,2,-5,-5,-5,-5
1124,1,-5,-5,-5,-5
1125,1,-5,-5,-5,-5
1126,2,-5,-5,-5,-5
1127,1,217,71,-3,57
1128,2,-5,-5,-5,-5
1129,2,-5,-5,-5,-5
1130,2,150,2,85000,59
1131,2,187,4,86000,59
1132,2,154,3,40000,56
1133,2,-5,-5,-5,-5
1134,1,215,1,80000,55
1135,2,126,8,140000,55
1136,2,-5,-5,-5,-5
1137,1,-5,-5,-5,-5
1138,1,180,10,160000,61
1139,2,160,6,69819,58
1140,2,135,5,170944,60
1141,2,170,4,-3,59
1142,1,180,8,250000,60
1143,1,175,10,275000,58
1144,1,186,0,163000,57
1145,1,-5,-5,-5,-5
1146,1,-5,-5,-5,-5
1147,2,175,6,31200,57
1148,1,147,7,29400,60
1149,1,175,11,-3,57
1150,1,240,0,14400,54
1151,1,-5,-5,-5,-5
1152,2,212,5,0,57
1153,1,200,9,-3,55
1154,2,150,3,152000,60
1155,2,264,1,137000,57
1156,1,255,2,56477,61
1157,2,157,3,134000,58
1158,2,210,7,37000,58
1159,2,127,3,31200,56
1160,2,140,4,64000,54
1161,2,105,0,0,61
1162,2,-5,-5,-5,-5
1163,2,168,2,52800,59
1164,2,-5,-5,-5,-5
1165,2,209,6,66000,60
1166,2,200,0,96960,56
1167,2,-5,-5,-5,-5
1168,2,-5,-5,-5,-5
1169,1,230,11,130000,60
1170,2,-5,-5,-5,-5
1171,1,-5,-5,-5,-5
1172,2,165,3,55200,59
1173,1,-5,-5,-5,-5
1174,1,200,11,226000,58
1175,2,160,3,214000,60
1176,1,224,11,157900,54
1177,2,173,5,128500,57
1178,2,155,3,67000,55
1179,2,190,6,61000,56
1180,1,200,11,250000,60
1181,2,-5,-5,-5,-5
1182,2,145,6,60400,60
1183,1,-5,-5,-5,-5
1184,2,-5,-5,-5,-5
1185,1,185,11,702057,58
1186,1,178,11,99173,56
1187,2,158,5,79000,58
1188,1,190,9,60200,56
1189,2,-5,-5,-5,-5
1190,1,285,10,100000,58
1191,2,230,0,43800,58
1192,1,185,4,54660,56
1193,1,165,5,19000,54
1194,1,-5,-5,-5,-5
1195,2,120,2,80000,56
1196,1,-5,-5,-5,-5
1197,1,-5,-5,-5,-5
1198,1,-5,-5,-5,-5
1199,2,160,3,18000,60
1200,2,-5,-5,-5,-5
1201,1,210,8,-3,57
1202,2,199,2,48000,59
1203,2,205,0,-3,58
1204,1,240,1,35000,57
1205,1,-5,-5,-5,-5
1206,2,246,5,10870,57
1207,2,218,8,-3,59
1208,2,260,7,160000,61
1209,2,-5,-5,-5,-5
1210,2,175,6,44000,57
1211,1,185,9,-3,55
1212,2,-5,-5,-5,-5
1213,2,186,4,-3,57
1214,2,-5,-5,-5,-5
1215,1,185,11,10000,56
1216,2,153,6,-3,58
1217,1,-5,-5,-5,-5
1218,1,-5,-5,-5,-5
1219,1,-5,-5,-5,-5
1220,2,260,7,2040,54
1221,2,180,6,18000,58
1222,1,200,9,59000,55
1223,2,-5,-5,-5,-5
1224,2,253,10,24700,59
1225,2,195,3,-3,61
1226,2,170,6,30896,60
1227,2,160,6,-3,60
1228,2,-5,-5,-5,-5
1229,1,278,0,98100,56
1230,2,200,1,9360,61
1231,2,125,0,166000,55
1232,1,-5,-5,-5,-5
1233,2,-5,-5,-5,-5
1234,2,138,1,-3,57
1235,1,155,3,59300,56
1236,2,140,1,112450,55
1237,1,265,7,43000,59
1238,2,195,7,-3,60
1239,1,-5,-5,-5,-5
1240,2,200,10,55450,55
1241,2,192,9,9000,57
1242,2,193,5,35000,54
1243,1,163,9,-3,56
1244,2,182,7,9000,54
1245,1,158,8,10000,57
1246,2,187,2,32000,55
1247,1,250,12,26164,54
1248,1,-5,-5,-5,-5
1249,1,198,11,83200,60
1250,2,155,1,135000,61
1251,2,-5,-5,-5,-5
1252,2,135,7,60050,60
1253,2,185,6,201800,55
1254,2,-5,-5,-5,-5
1255,2,-5,-5,-5,-5
1256,1,203,10,116000,56
1257,1,210,3,35480,54
1258,2,147,5,-3,56
1259,2,118,4,36000,60
1260,1,180,10,-3,59
1261,2,140,11,262000,60
1262,2,130,3,70000,59
1263,2,-5,-5,-5,-5
1264,1,-5,-5,-5,-5
1265,1,-5,-5,-5,-5
1266,1,196,7,95182,58
1267,1,195,11,99000,55
1268,1,-5,-5,-5,-5
1269,2,-5,-5,-5,-5
1270,2,-1,6,-3,56
1271,2,-5,-5,-5,-5
1272,1,228,10,107600,59
1273,1,-5,-5,-5,-5
1274,2,111,4,10800,58
1275,1,-5,-5,-5,-5
1276,2,185,5,130100,54
1277,2,-5,-5,-5,-5
1278,1,-5,-5,-5,-5
1279,2,180,4,140000,59
1280,1,160,9,30000,58
1281,2,135,5,16000,55
1282,1,150,10,-3,54
1283,2,192,6,98500,55
1284,1,-5,-5,-5,-5
1285,2,165,5,2320,54
1286,2,190,5,46000,57
1287,1,240,0,180000,56
1288,1,-5,-5,-5,-5
1289,1,-5,-5,-5,-5
1290,2,138,6,48800,60
1291,1,165,1,14952,56
1292,1,225,11,131600,54
1293,2,190,9,132400,59
1294,1,213,5,66000,55
1295,2,-5,-5,-5,-5
1296,2,160,0,12300,56
1297,2,-5,-5,-5,-5
1298,2,-5,-5,-5,-5
1299,2,-5,-5,-5,-5
1300,1,145,0,10920,54
1301,1,180,7,-3,59
1302,2,150,1,12480,56
1303,1,235,1,148000,56
1304,2,-5,-5,-5,-5
1305,2,-5,-5,-5,-5
1306,2,140,4,86000,56
1307,1,220,7,5922,59
1308,2,-5,-5,-5,-5
1309,1,-5,-5,-5,-5
1310,2,135,7,171000,57
1311,1,320,11,192800,61
1312,2,260,4,68200,61
1313,2,167,3,17000,57
1314,1,-5,-5,-5,-5
1315,1,215,3,375000,54
1316,1,205,8,-3,57
1317,1,-5,-5,-5,-5
1318,1,307,0,45040,61
1319,1,225,2,95000,56
1320,1,210,0,107000,60
1321,1,155,1,58000,58
1322,2,-5,-5,-5,-5
1323,2,135,3,185474,56
1324,2,185,4,43600,56
1325,1,163,9,131000,60
1326,2,118,2,-3,56
1327,2,154,4,86600,57
1328,2,-5,-5,-5,-5
1329,1,270,10,40000,55
1330,1,180,4,10380,54
1331,1,-5,-5,-5,-5
1332,1,-5,-5,-5,-5
1333,1,-5,-5,-5,-5
1334,2,-5,-5,-5,-5
1335,2,-5,-5,-5,-5
1336,2,-5,-5,-5,-5
1337,1,-5,-5,-5,-5
1338,1,180,1,18000,59
1339,2,112,4,7495,56
1340,1,-5,-5,-5,-5
1341,2,282,3,-3,59
1342,1,174,1,7764,59
1343,2,-5,-5,-5,-5
1344,2,140,5,110000,59
1345,1,240,4,115000,60
1346,1,-5,-5,-5,-5
1347,2,120,4,230000,57
1348,2,158,4,72000,57
1349,1,-5,-5,-5,-5
1350,1,220,10,145000,55
1351,1,175,0,24000,53
1352,2,230,6,27000,60
1353,1,-5,-5,-5,-5
1354,1,178,0,216000,61
1355,1,-5,-5,-5,-5
1356,2,140,7,85000,56
1357,1,194,11,-3,61
1358,1,185,10,-3,58
1359,2,180,1,77200,61
1360,2,136,3,51000,61
1361,2,130,2,-3,54
1362,2,150,5,63086,56
1363,1,240,4,118000,60
1364,1,-5,-5,-5,-5
1365,2,-5,-5,-5,-5
1366,2,199,4,-3,60
1367,1,260,1,-3,58
1368,1,245,1,75000,57
1369,1,200,1,-3,57
1370,2,150,0,0,54
1371,1,270,10,-3,58
1372,1,180,6,31000,56
1373,1,-5,-5,-5,-5
1374,2,125,2,96000,55
1375,2,365,10,-3,61
1376,2,257,4,35000,61
1377,2,235,6,-3,58
1378,2,300,2,64000,56
1379,1,198,1,85000,54
1380,2,-5,-5,-5,-5
1381,2,142,7,12984,54
1382,2,160,9,15336,60
1383,1,250,9,87600,57
1384,1,165,8,-3,55
1385,2,165,0,75000,55
1386,1,215,8,89000,58
1387,1,-5,-5,-5,-5
1388,2,-5,-5,-5,-5
1389,2,300,4,150000,54
1390,1,299,2,34764,54
1391,2,-5,-5,-5,-5
1392,2,170,11,-3,60
1393,1,230,1,184000,60
1394,2,148,6,178300,59
1395,2,175,4,202000,55
1396,1,-5,-5,-5,-5
1397,1,-5,-5,-5,-5
1398,2,267,2,6000,60
1399,2,195,2,206000,56
1400,2,110,2,20000,56
1401,2,144,7,22000,58
1402,2,120,2,130000,55
1403,1,-5,-5,-5,-5
1404,1,165,5,35000,56
1405,1,165,7,-3,57
1406,2,-5,-5,-5,-5
1407,2,-5,-5,-5,-5
1408,1,224,10,222000,56
1409,2,130,2,72000,54
1410,2,-5,-5,-5,-5
1411,2,162,3,13000,56
1412,2,140,4,0,56
1413,1,245,6,43130,60
1414,2,-5,-5,-5,-5
1415,2,254,10,3064,58
1416,2,160,2,-3,57
1417,1,132,9,0,54
1418,1,230,0,77000,53
1419,2,170,3,35000,57
1420,1,-5,-5,-5,-5
1421,2,-5,-5,-5,-5
1422,2,-5,-5,-5,-5
1423,2,208,3,76020,60
1424,1,-5,-5,-5,-5
1425,1,200,11,46608,55
1426,2,235,5,60100,56
1427,2,-5,-5,-5,-5
1428,1,-5,-5,-5,-5
1429,1,220,9,60000,61
1430,1,215,8,96100,58
1431,1,-5,-5,-5,-5
1432,1,230,6,115000,58
1433,1,210,10,702057,55
1434,1,-5,-5,-5,-5
1435,2,155,2,-3,58
1436,2,150,7,21085,57
1437,2,-5,-5,-5,-5
1438,2,210,5,48000,55
1439,2,-5,-5,-5,-5
1440,2,235,5,20160,56
1441,2,140,11,27000,55
1442,2,190,2,294000,55
1443,2,179,6,117140,55
1444,2,-5,-5,-5,-5
1445,2,-5,-5,-5,-5
1446,2,210,3,75200,54
1447,1,-5,-5,-5,-5
1448,1,-5,-5,-5,-5
1449,1,-5,-5,-5,-5
1450,1,160,6,2250,57
1451,2,185,0,20320,55
1452,1,-5,-5,-5,-5
1453,1,-5,-5,-5,-5
1454,2,-5,-5,-5,-5
1455,2,162,2,-3,62
1456,1,190,11,19000,55
1457,1,-5,-5,-5,-5
1458,1,225,1,127940,60
1459,2,147,4,36030,54
1460,2,-5,-5,-5,-5
1461,1,130,7,9684,60
1462,1,-5,-5,-5,-5
1463,2,-5,-5,-5,-5
1464,1,168,11,95000,55
1465,2,190,1,30000,54
1466,1,-5,-5,-5,-5
1467,2,-5,-5,-5,-5
1468,1,160,10,78000,60
1469,2,170,3,70000,61
1470,2,110,4,74000,58
1471,1,235,6,110000,61
1472,2,-5,-5,-5,-5
1473,1,-5,-5,-5,-5
1474,2,130,0,36372,61
1475,1,-5,-5,-5,-5
1476,1,-5,-5,-5,-5
1477,1,-5,-5,-5,-5
1478,2,245,6,150000,59
1479,1,203,1,187000,57
1480,1,135,4,6000,59
1481,1,224,2,132000,61
1482,2,165,4,55600,59
1483,2,150,8,-3,54
1484,2,160,2,20000,57
1485,1,225,1,80000,61
1486,1,350,2,180000,59
1487,2,265,0,114000,56
1488,1,180,3,9175,61
1489,2,220,6,-3,54
1490,2,-1,2,73000,55
1491,2,130,5,-3,56
1492,1,-5,-5,-5,-5
1493,2,160,3,702057,55
1494,2,-5,-5,-5,-5
1495,2,185,11,41000,60
1496,1,235,2,264000,58
1497,2,-5,-5,-5,-5
1498,2,-5,-5,-5,-5
1499,2,194,6,70429,61
1500,1,192,1,70000,59
1501,1,185,2,172500,55
1502,2,-5,-5,-5,-5
1503,1,-5,-5,-5,-5
1504,1,150,8,185000,61
1505,1,190,9,170000,60
1506,1,320,1,51600,59
1507,2,145,5,-3,57
1508,1,-5,-5,-5,-5
1509,1,238,0,75500,60
1510,2,295,8,50000,55
1511,2,260,5,49260,58
1512,2,160,3,165000,57
1513,1,-5,-5,-5,-5
1514,2,195,5,43500,58
1515,1,245,10,178000,56
1516,2,265,5,32000,62
1517,2,-5,-5,-5,-5
1518,1,-5,-5,-5,-5
1519,2,155,4,65000,57
1520,1,198,4,40000,62
1521,1,-5,-5,-5,-5
1522,2,173,6,35630,59
1523,1,-5,-5,-5,-5
1524,2,125,2,18000,57
1525,2,132,4,54000,58
1526,1,-5,-5,-5,-5
1527,1,180,8,56000,61
1528,1,171,7,-3,58
1529,2,200,7,-3,58
1530,2,250,9,-3,54
1531,2,140,6,20000,56
1532,2,-5,-5,-5,-5
1533,2,146,5,9000,55
1534,2,120,10,113000,59
1535,1,-5,-5,-5,-5
1536,1,-5,-5,-5,-5
1537,1,175,5,42000,56
1538,2,155,1,240000,55
1539,2,115,3,106400,60
1540,2,-5,-5,-5,-5
1541,2,142,4,85000,57
1542,1,200,8,-3,56
1543,1,-5,-5,-5,-5
1544,2,-5,-5,-5,-5
1545,1,-5,-5,-5,-5
1546,2,145,4,-3,58
1547,1,154,0,76000,58
1548,2,121,4,30000,57
1549,2,-5,-5,-5,-5
1550,2,-5,-5,-5,-5
1551,2,161,6,24432,60
1552,2,130,5,22500,61
1553,2,160,3,57000,59
1554,1,180,10,56000,59
1555,1,205,1,45000,57
1556,1,180,2,70000,56
1557,1,210,0,75000,56
1558,2,160,4,-3,55
1559,2,84,1,53844,59
1560,1,190,5,-3,57
1561,1,199,8,40000,54
1562,2,-5,-5,-5,-5
1563,1,190,0,22000,59
1564,2,198,8,51000,58
1565,1,217,0,61300,55
1566,2,-5,-5,-5,-5
1567,1,230,2,145000,60
1568,2,-5,-5,-5,-5
1569,1,162,0,103400,57
1570,1,-5,-5,-5,-5
1571,2,125,7,131400,56
1572,2,-5,-5,-5,-5
1573,1,220,0,70000,59
1574,1,225,10,100100,56
1575,1,190,0,702057,61
1576,1,-5,-5,-5,-5
1577,1,210,7,65000,57
1578,1,185,11,45000,56
1579,2,135,2,35008,56
1580,1,215,10,162000,56
1581,2,150,2,-3,56
1582,1,-5,-5,-5,-5
1583,2,-5,-5,-5,-5
1584,2,-5,-5,-5,-5
1585,1,210,10,100000,56
1586,2,123,3,-3,54
1587,2,175,6,85950,58
1588,1,185,8,142000,57
1589,2,132,4,196000,57
1590,1,-5,-5,-5,-5
1591,1,170,10,49100,54
1592,2,-1,4,54000,54
1593,2,-5,-5,-5,-5
1594,1,-5,-5,-5,-5
1595,1,150,10,1000,56
1596,2,-5,-5,-5,-5
1597,1,180,11,99700,56
1598,2,175,4,-3,54
1599,2,180,3,56500,61
1600,2,200,4,33000,62
1601,1,-5,-5,-5,-5
1602,1,230,2,245000,54
1603,1,-5,-5,-5,-5
1604,1,-5,-5,-5,-5
1605,2,175,0,87965,59
1606,2,-5,-5,-5,-5
1607,2,220,4,70000,61
1608,2,-5,-5,-5,-5
1609,2,-5,-5,-5,-5
1610,2,160,5,60000,59
1611,1,210,2,235000,54
1612,1,-5,-5,-5,-5
1613,1,-5,-5,-5,-5
1614,1,-5,-5,-5,-5
1615,2,-5,-5,-5,-5
1616,2,165,3,37200,60
1617,2,-5,-5,-5,-5
1618,1,-5,-5,-5,-5
1619,1,-5,-5,-5,-5
1620,1,-5,-5,-5,-5
1621,2,260,7,78300,55
1622,1,180,0,150000,60
1623,2,250,6,25242,59
1624,2,215,7,702057,56
1625,2,-5,-5,-5,-5
1626,1,230,10,126000,55
1627,1,187,0,2098,54
1628,1,198,10,94600,59
1629,2,140,5,171200,57
1630,1,-5,-5,-5,-5
1631,1,350,2,145000,56
1632,1,265,11,255000,55
1633,2,250,10,130000,54
1634,2,220,6,205620,58
1635,1,155,8,76570,56
1636,1,190,10,79000,55
1637,1,250,8,60000,56
1638,2,170,5,55000,59
1639,2,173,6,250200,56
1640,2,142,1,100599,61
1641,1,183,10,-3,60
1642,2,147,1,46075,54
1643,1,200,10,88000,58
1644,1,140,4,12936,57
1645,1,146,4,50800,60
1646,2,156,2,68000,54
1647,2,-5,-5,-5,-5
1648,2,-5,-5,-5,-5
1649,2,165,3,11700,58
1650,2,140,2,23000,56
1651,1,280,11,340000,55
1652,2,-5,-5,-5,-5
1653,1,180,1,135000,61
1654,1,-5,-5,-5,-5
1655,2,150,3,233400,61
1656,2,166,7,48000,60
1657,2,288,0,83284,58
1658,2,250,5,40000,56
1659,1,227,10,19800,55
1660,1,194,11,24000,62
1661,2,113,2,-3,56
1662,2,200,6,-3,56
1663,1,189,8,76360,54
1664,1,240,6,0,57
1665,1,-5,-5,-5,-5
1666,2,190,3,146000,55
1667,1,212,10,16248,54
1668,1,220,10,702057,58
1669,1,-5,-5,-5,-5
1670,1,200,1,150500,54
1671,2,-5,-5,-5,-5
1672,1,217,1,54000,55
1673,1,145,7,-3,60
1674,2,-5,-5,-5,-5
1675,2,153,3,262000,58
1676,2,168,1,203000,57
1677,1,160,7,156150,55
1678,1,-5,-5,-5,-5
1679,1,-5,-5,-5,-5
1680,2,185,8,26000,57
1681,1,-5,-5,-5,-5
1682,1,180,0,52196,57
1683,2,195,3,150000,60
1684,1,-5,-5,-5,-5
1685,2,95,2,-3,60
1686,1,154,8,28560,58
1687,1,187,8,11260,57
1688,2,-5,-5,-5,-5
1689,2,-5,-5,-5,-5
1690,2,-5,-5,-5,-5
1691,2,-5,-5,-5,-5
1692,1,-5,-5,-5,-5
1693,1,-5,-5,-5,-5
1694,2,-5,-5,-5,-5
1695,1,150,5,-3,55
1696,1,200,7,65000,56
1697,1,-5,-5,-5,-5
1698,1,160,4,17000,54
1699,2,-5,-5,-5,-5
1700,1,185,11,36000,61
1701,1,-5,-5,-5,-5
1702,1,180,10,130000,56
1703,2,103,2,-3,55
1704,2,-5,-5,-5,-5
1705,2,142,6,-3,54
1706,1,185,1,90000,58
1707,2,160,8,702057,58
1708,1,200,1,55500,60
1709,1,-5,-5,-5,-5
1710,1,155,9,89903,61
1711,2,180,3,42610,57
1712,2,150,7,64044,60
1713,2,215,6,9500,60
1714,2,170,6,10075,61
1715,1,-5,-5,-5,-5
1716,2,-5,-5,-5,-5
1717,1,180,1,64912,56
1718,1,220,0,-3,58
1719,2,-5,-5,-5,-5
1720,2,132,4,310000,57
1721,1,165,5,142800,60
1722,2,-5,-5,-5,-5
1723,2,-5,-5,-5,-5
1724,1,-5,-5,-5,-5
1725,2,150,7,300,56
1726,2,-5,-5,-5,-5
1727,2,118,3,200000,54
1728,1,-5,-5,-5,-5
1729,2,-1,5,11328,60
1730,2,-5,-5,-5,-5
1731,1,-5,-5,-5,-5
1732,2,-5,-5,-5,-5
1733,2,130,6,202500,57
1734,2,-5,-5,-5,-5
1735,2,130,4,-3,59
1736,2,148,4,90000,55
1737,2,180,6,50000,56
1738,2,-5,-5,-5,-5
1739,1,160,9,52000,58
1740,2,95,11,229000,60
1741,1,-5,-5,-5,-5
1742,1,175,10,150000,58
1743,1,-5,-5,-5,-5
1744,1,280,8,90100,57
1745,2,179,4,149000,54
1746,1,165,0,702057,61
1747,2,125,4,-3,60
1748,1,-5,-5,-5,-5
1749,2,-5,-5,-5,-5
1750,1,182,11,42000,59
1751,2,205,2,45000,58
1752,2,-5,-5,-5,-5
1753,1,-5,-5,-5,-5
1754,2,200,5,12000,58
1755,1,195,11,16800,56
1756,1,-5,-5,-5,-5
1757,2,-5,-5,-5,-5
1758,2,130,5,56000,55
1759,1,120,6,-3,57
1760,2,170,3,42000,58
1761,1,-5,-5,-5,-5
1762,1,-5,-5,-5,-5
1763,1,190,8,81000,57
1764,1,-5,-5,-5,-5
1765,1,190,0,108200,58
1766,2,160,2,60000,60
1767,1,-5,-5,-5,-5
1768,2,-1,6,16000,56
1769,2,172,0,152550,54
1770,2,120,3,-3,55
1771,1,-5,-5,-5,-5
1772,1,172,10,18000,55
1773,1,-5,-5,-5,-5
1774,2,206,0,110000,61
1775,2,-5,-5,-5,-5
1776,2,140,4,209050,57
1777,1,-5,-5,-5,-5
1778,2,171,5,0,58
1779,1,205,7,62000,59
1780,1,175,0,32000,56
1781,1,180,11,99000,60
1782,1,-5,-5,-5,-5
1783,1,-5,-5,-5,-5
1784,1,280,9,134000,55
1785,2,-1,4,122000,56
1786,2,220,7,50000,55
1787,2,130,4,30000,56
1788,1,185,9,319000,54
1789,2,170,6,220300,55
1790,1,210,10,57000,57
1791,1,-5,-5,-5,-5
1792,1,180,11,60000,55
1793,2,236,11,60800,55
1794,2,205,5,28819,56
1795,2,115,2,312000,61
1796,1,220,3,-3,58
1797,2,300,3,-3,55
1798,2,112,3,45000,55
1799,2,230,8,260000,54
1800,2,174,6,80000,59
1801,2,-5,-5,-5,-5
1802,1,225,1,-3,54
1803,2,145,6,97000,56
1804,2,172,11,137000,58
1805,1,240,4,95200,55
1806,1,-5,-5,-5,-5
1807,1,-5,-5,-5,-5
1808,2,120,6,-3,61
1809,1,-5,-5,-5,-5
1810,1,180,0,266000,56
1811,1,200,10,115000,56
1812,1,180,6,95000,54
1813,1,-5,-5,-5,-5
1814,2,-5,-5,-5,-5
1815,2,150,2,154000,56
1816,2,104,3,0,58
1817,1,170,11,14000,54
1818,2,-5,-5,-5,-5
1819,1,230,10,38000,56
1820,1,164,8,15168,61
1821,1,-5,-5,-5,-5
1822,1,190,11,11880,55
1823,1,176,0,-3,53
1824,2,180,1,0,61
1825,2,160,0,-3,61
1826,2,242,8,209872,58
1827,1,170,8,12000,56
1828,2,217,3,39960,55
1829,2,162,5,10920,58
1830,1,-5,-5,-5,-5
1831,2,-5,-5,-5,-5
1832,2,-5,-5,-5,-5
1833,2,127,4,24000,61
1834,2,-5,-5,-5,-5
1835,1,150,3,73000,58
1836,1,165,9,-3,55
1837,1,192,6,0,61
1838,2,170,2,48000,56
1839,2,135,4,37200,54
1840,2,-5,-5,-5,-5
1841,2,137,7,108500,57
1842,2,170,6,320100,57
1843,1,196,2,-3,61
1844,2,-5,-5,-5,-5
1845,1,-5,-5,-5,-5
1846,1,-5,-5,-5,-5
1847,2,196,6,112000,58
1848,2,140,7,0,57
1849,2,-5,-5,-5,-5
1850,1,-5,-5,-5,-5
1851,1,165,8,18648,60
1852,2,-5,-5,-5,-5
1853,2,-5,-5,-5,-5
1854,1,230,1,175000,54
1855,1,200,10,41000,57
1856,2,-5,-5,-5,-5
1857,1,-5,-5,-5,-5
1858,2,170,6,197800,59
1859,1,-5,-5,-5,-5
1860,2,175,4,54600,55
1861,2,-5,-5,-5,-5
1862,2,190,6,48400,59
1863,2,180,7,71000,59
1864,1,-5,-5,-5,-5
1865,2,151,8,74560,58
1866,2,201,3,22000,58
1867,1,215,9,114194,56
1868,2,175,6,115000,61
1869,1,220,9,31090,55
1870,2,132,2,70007,57
1871,2,-5,-5,-5,-5
1872,1,-5,-5,-5,-5
1873,1,235,8,60000,55
1874,1,-5,-5,-5,-5
1875,1,205,0,230000,57
1876,2,151,3,-3,61
1877,1,-5,-5,-5,-5
1878,2,205,7,91000,60
1879,2,-5,-5,-5,-5
1880,2,180,6,92500,59
1881,1,219,6,65020,57
1882,1,-5,-5,-5,-5
1883,2,250,6,22000,55
1884,1,170,2,14064,55
1885,2,150,4,123000,59
1886,2,150,5,68190,60
1887,1,-5,-5,-5,-5
1888,2,160,5,25000,57
1889,1,165,8,49675,56
1890,1,210,10,112000,55
1891,1,162,0,63821,58
1892,2,-5,-5,-5,-5
1893,2,-5,-5,-5,-5
1894,1,285,0,-3,56
1895,1,250,2,138000,59
1896,2,258,8,105040,57
1897,1,-5,-5,-5,-5
1898,2,-5,-5,-5,-5
1899,1,220,9,25000,59
1900,2,-5,-5,-5,-5
1901,1,220,0,70000,59
1902,2,192,8,154400,54
1903,1,-5,-5,-5,-5
1904,2,-5,-5,-5,-5
1905,2,140,2,122000,54
1906,2,230,7,164400,58
1907,2,-5,-5,-5,-5
1908,1,-5,-5,-5,-5
1909,1,195,10,-3,60
1910,1,230,10,65000,57
1911,1,250,2,139307,56
1912,2,152,6,170000,57
1913,2,215,3,82572,54
1914,1,155,9,120020,61
1915,2,172,10,240000,60
1916,1,-5,-5,-5,-5
1917,1,245,8,75000,57
1918,1,182,1,41000,58
